Data,Viral Load Result,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Feb-24,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Mar-24,13,13,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Apr-24,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,May-24,12,12,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Jun-24,14,14,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Jul-24,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Oct-23,10,10,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Nov-23,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Dec-23,5,5,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Jan-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Feb-24,6,6,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Mar-24,5,5,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Apr-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,May-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Jun-24,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,Jul-24,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,Oct-23,23,23,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,Nov-23,21,21,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,Dec-23,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,Jan-24,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,Feb-24,17,17,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,Mar-24,13,13,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,Apr-24,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,May-24,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,Jun-24,21,21,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,Jul-24,29,29,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,Oct-23,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,Nov-23,6,6,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,Dec-23,6,6,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,Jan-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,Feb-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,Mar-24,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,Apr-24,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,May-24,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,Jun-24,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,Jul-24,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Oct-23,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Nov-23,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Dec-23,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Jan-24,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Feb-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Mar-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Apr-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,May-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Jun-24,5,5,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,Jul-24,4,4,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,Oct-23,290,290,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,Nov-23,242,242,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,Dec-23,145,145,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,Jan-24,260,260,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,Feb-24,247,247,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,Mar-24,74,74,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,Apr-24,192,192,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,May-24,185,185,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,Jun-24,66,66,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,Jul-24,168,168,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,Oct-23,44,44,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,Nov-23,37,37,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,Dec-23,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,Jan-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,Feb-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,Mar-24,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,Apr-24,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,May-24,14,14,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,Jun-24,10,10,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,Jul-24,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,Oct-23,23,23,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,Nov-23,22,22,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,Dec-23,21,21,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,Jan-24,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,Feb-24,17,17,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,Mar-24,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,Apr-24,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,May-24,23,23,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,Jun-24,23,23,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,Jul-24,26,26,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,Oct-23,179,179,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,Nov-23,158,158,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,Dec-23,109,109,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,Jan-24,94,94,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,Feb-24,94,94,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,Mar-24,62,62,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,Apr-24,73,73,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,May-24,80,80,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,Jun-24,75,75,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,Jul-24,85,85,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,Oct-23,42,42,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,Nov-23,37,37,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,Dec-23,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,Jan-24,33,33,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,Feb-24,34,34,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,Mar-24,13,13,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,Apr-24,24,24,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,May-24,23,23,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,Jun-24,21,21,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,Jul-24,3,3,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,Oct-23,68,68,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,Nov-23,71,71,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,Dec-23,50,50,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,Jan-24,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,Feb-24,56,56,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,Mar-24,44,44,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,Apr-24,57,57,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,May-24,53,53,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,Jun-24,53,53,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,Jul-24,60,60,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,Oct-23,62,62,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,Nov-23,66,66,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,Dec-23,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,Jan-24,64,64,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,Feb-24,70,70,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,Mar-24,64,64,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,Apr-24,71,71,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,May-24,71,71,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,Jun-24,66,66,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,Jul-24,67,67,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,Oct-23,209,209,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,Nov-23,211,211,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,Dec-23,84,84,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,Jan-24,112,112,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,Feb-24,126,126,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,Mar-24,106,106,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,Apr-24,97,97,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,May-24,100,100,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,Jun-24,99,99,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,Jul-24,102,102,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Oct-23,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Nov-23,17,17,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Dec-23,12,12,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jan-24,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Feb-24,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Mar-24,13,13,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Apr-24,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,May-24,14,14,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jun-24,12,12,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jul-24,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,Oct-23,57,57,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,Nov-23,63,63,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,Dec-23,68,68,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,Jan-24,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,Feb-24,64,64,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,Mar-24,61,61,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,Apr-24,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,May-24,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,Jun-24,53,53,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,Jul-24,63,63,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,Oct-23,220,220,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,Nov-23,225,225,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,Dec-23,196,196,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,Jan-24,203,203,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,Feb-24,201,201,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,Mar-24,162,162,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,Apr-24,187,187,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,May-24,161,161,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,Jun-24,141,141,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,Jul-24,124,124,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,Oct-23,33,33,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,Nov-23,31,31,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,Dec-23,27,27,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,Jan-24,26,26,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,Feb-24,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,Mar-24,12,12,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,Apr-24,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,May-24,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,Jun-24,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,Jul-24,6,6,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,Oct-23,40,40,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,Nov-23,47,47,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,Dec-23,39,39,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,Jan-24,45,45,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,Feb-24,40,40,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,Mar-24,34,34,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,Apr-24,39,39,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,May-24,48,48,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,Jun-24,57,57,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,Jul-24,57,57,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Oct-23,53,53,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Nov-23,62,62,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Dec-23,51,51,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Jan-24,62,62,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Feb-24,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Mar-24,56,56,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Apr-24,67,67,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,May-24,67,67,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Jun-24,58,58,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Jul-24,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Oct-23,151,151,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Nov-23,149,149,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Dec-23,146,146,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Jan-24,149,149,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Feb-24,140,140,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Mar-24,161,161,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Apr-24,172,172,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,May-24,176,176,1,1,1,1
