Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),bo 7 Division Medical Services and Hospital Maiduguri,Jun-24,21,21,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),bo 7 Division Medical Services and Hospital Maiduguri,Jul-24,20,20,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr 13 Brigade Medical Centre Calabar,Oct-23,34,34,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr 13 Brigade Medical Centre Calabar,Nov-23,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr 13 Brigade Medical Centre Calabar,Dec-23,28,28,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr 13 Brigade Medical Centre Calabar,Jan-24,20,20,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr 13 Brigade Medical Centre Calabar,Feb-24,27,27,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr 13 Brigade Medical Centre Calabar,Mar-24,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr 13 Brigade Medical Centre Calabar,Apr-24,20,20,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr 13 Brigade Medical Centre Calabar,May-24,31,31,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr 13 Brigade Medical Centre Calabar,Jun-24,29,29,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr 13 Brigade Medical Centre Calabar,Jul-24,20,20,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr Nigerian Navy Reference Hospital Calabar,Oct-23,67,67,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr Nigerian Navy Reference Hospital Calabar,Nov-23,65,65,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr Nigerian Navy Reference Hospital Calabar,Dec-23,46,46,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr Nigerian Navy Reference Hospital Calabar,Jan-24,89,89,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr Nigerian Navy Reference Hospital Calabar,Feb-24,75,75,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr Nigerian Navy Reference Hospital Calabar,Mar-24,61,61,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr Nigerian Navy Reference Hospital Calabar,Apr-24,77,77,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr Nigerian Navy Reference Hospital Calabar,May-24,64,64,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr Nigerian Navy Reference Hospital Calabar,Jun-24,48,48,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),cr Nigerian Navy Reference Hospital Calabar,Jul-24,74,74,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Naval Medical Center Sapele,Oct-23,57,57,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Naval Medical Center Sapele,Nov-23,53,53,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Naval Medical Center Sapele,Dec-23,26,26,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Naval Medical Center Sapele,Jan-24,18,18,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Naval Medical Center Sapele,Feb-24,35,35,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Naval Medical Center Sapele,Mar-24,24,24,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Naval Medical Center Sapele,Apr-24,22,22,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Naval Medical Center Sapele,May-24,31,31,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Naval Medical Center Sapele,Jun-24,37,37,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Nigerian Navy Hospital Warri,Oct-23,16,16,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Nigerian Navy Hospital Warri,Nov-23,14,14,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Nigerian Navy Hospital Warri,Dec-23,9,9,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Nigerian Navy Hospital Warri,Jan-24,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Nigerian Navy Hospital Warri,Feb-24,13,13,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Nigerian Navy Hospital Warri,Mar-24,17,17,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Nigerian Navy Hospital Warri,Apr-24,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Nigerian Navy Hospital Warri,May-24,16,16,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Nigerian Navy Hospital Warri,Jun-24,21,21,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),de Nigerian Navy Hospital Warri,Jul-24,26,26,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 107 Air Maritime Group Medical Centre Benin,Oct-23,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 107 Air Maritime Group Medical Centre Benin,Nov-23,12,12,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 107 Air Maritime Group Medical Centre Benin,Dec-23,26,26,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 107 Air Maritime Group Medical Centre Benin,Jan-24,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 107 Air Maritime Group Medical Centre Benin,Feb-24,17,17,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 107 Air Maritime Group Medical Centre Benin,Mar-24,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 107 Air Maritime Group Medical Centre Benin,Apr-24,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 107 Air Maritime Group Medical Centre Benin,May-24,47,47,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 107 Air Maritime Group Medical Centre Benin,Jun-24,24,24,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 107 Air Maritime Group Medical Centre Benin,Jul-24,39,39,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 4 Brigade Medical Centre Benin,Oct-23,21,21,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 4 Brigade Medical Centre Benin,Nov-23,27,27,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 4 Brigade Medical Centre Benin,Dec-23,21,21,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 4 Brigade Medical Centre Benin,Jan-24,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 4 Brigade Medical Centre Benin,Feb-24,22,22,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 4 Brigade Medical Centre Benin,Mar-24,22,22,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 4 Brigade Medical Centre Benin,Apr-24,9,9,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 4 Brigade Medical Centre Benin,May-24,27,27,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 4 Brigade Medical Centre Benin,Jun-24,22,22,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed 4 Brigade Medical Centre Benin,Jul-24,24,24,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Military Hospital Benin,Oct-23,24,24,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Military Hospital Benin,Nov-23,19,19,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Military Hospital Benin,Dec-23,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Military Hospital Benin,Jan-24,31,31,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Military Hospital Benin,Feb-24,22,22,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Military Hospital Benin,Mar-24,10,10,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Military Hospital Benin,Apr-24,25,25,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Military Hospital Benin,May-24,33,33,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Military Hospital Benin,Jun-24,17,17,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Military Hospital Benin,Jul-24,33,33,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Oct-23,33,33,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Nov-23,45,45,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Dec-23,40,40,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Jan-24,28,28,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Feb-24,40,40,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Mar-24,27,27,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Apr-24,27,27,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),en 82 Division Medical Services and Hospital Enugu,Oct-23,94,94,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),en 82 Division Medical Services and Hospital Enugu,Nov-23,83,83,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),en 82 Division Medical Services and Hospital Enugu,Dec-23,38,38,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),en 82 Division Medical Services and Hospital Enugu,Jan-24,75,75,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),en 82 Division Medical Services and Hospital Enugu,Feb-24,58,58,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),en 82 Division Medical Services and Hospital Enugu,Mar-24,74,74,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),en 82 Division Medical Services and Hospital Enugu,Apr-24,83,83,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),en 82 Division Medical Services and Hospital Enugu,May-24,72,72,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),en 82 Division Medical Services and Hospital Enugu,Jun-24,64,64,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),en 82 Division Medical Services and Hospital Enugu,Jul-24,89,89,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc 063 Nigerian Airforce Hospital Abuja,Oct-23,59,59,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc 063 Nigerian Airforce Hospital Abuja,Nov-23,69,69,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc 063 Nigerian Airforce Hospital Abuja,Dec-23,47,47,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc 063 Nigerian Airforce Hospital Abuja,Jan-24,60,60,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc 063 Nigerian Airforce Hospital Abuja,Feb-24,79,79,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc 063 Nigerian Airforce Hospital Abuja,Mar-24,62,62,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc 063 Nigerian Airforce Hospital Abuja,Apr-24,40,40,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc 063 Nigerian Airforce Hospital Abuja,May-24,8,8,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc 063 Nigerian Airforce Hospital Abuja,Jun-24,47,47,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc 063 Nigerian Airforce Hospital Abuja,Jul-24,64,64,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Defence Headquarters Medical Center Abuja,Oct-23,31,31,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Defence Headquarters Medical Center Abuja,Nov-23,40,40,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Defence Headquarters Medical Center Abuja,Dec-23,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Defence Headquarters Medical Center Abuja,Jan-24,51,51,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Defence Headquarters Medical Center Abuja,Feb-24,26,26,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Defence Headquarters Medical Center Abuja,Mar-24,38,38,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Defence Headquarters Medical Center Abuja,Apr-24,35,35,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Defence Headquarters Medical Center Abuja,May-24,43,43,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Defence Headquarters Medical Center Abuja,Jun-24,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Defence Headquarters Medical Center Abuja,Jul-24,54,54,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Guards Brigade Medical Center Mambilla Barracks Abuja,Oct-23,18,18,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Guards Brigade Medical Center Mambilla Barracks Abuja,Nov-23,16,16,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Guards Brigade Medical Center Mambilla Barracks Abuja,Dec-23,15,15,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jan-24,21,21,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Guards Brigade Medical Center Mambilla Barracks Abuja,Feb-24,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Guards Brigade Medical Center Mambilla Barracks Abuja,Mar-24,14,14,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Guards Brigade Medical Center Mambilla Barracks Abuja,Apr-24,25,25,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Guards Brigade Medical Center Mambilla Barracks Abuja,May-24,13,13,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jun-24,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jul-24,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Naval Medical Centre Kuje,Jul-24,9,9,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Oct-23,46,46,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Nov-23,51,51,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Dec-23,36,36,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Jan-24,51,51,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Feb-24,51,51,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Mar-24,39,39,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Apr-24,32,32,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,May-24,48,48,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Jun-24,55,55,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Jul-24,52,52,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),im 34 Brigade Medical Centre Owerri,Oct-23,20,20,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),im 34 Brigade Medical Centre Owerri,Nov-23,12,12,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),im 34 Brigade Medical Centre Owerri,Dec-23,13,13,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),im 34 Brigade Medical Centre Owerri,Jan-24,12,12,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),im 34 Brigade Medical Centre Owerri,Feb-24,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),im 34 Brigade Medical Centre Owerri,Mar-24,12,12,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),im 34 Brigade Medical Centre Owerri,Apr-24,16,16,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),im 34 Brigade Medical Centre Owerri,May-24,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),im 34 Brigade Medical Centre Owerri,Jun-24,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),im 34 Brigade Medical Centre Owerri,Jul-24,12,12,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 1 Division Hospital Kaduna,Oct-23,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 1 Division Hospital Kaduna,Nov-23,26,26,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 1 Division Hospital Kaduna,Dec-23,17,17,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 1 Division Hospital Kaduna,Jan-24,45,45,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 1 Division Hospital Kaduna,Feb-24,33,33,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 1 Division Hospital Kaduna,Mar-24,34,34,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 1 Division Hospital Kaduna,Apr-24,35,35,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 1 Division Hospital Kaduna,May-24,32,32,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 1 Division Hospital Kaduna,Jun-24,26,26,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 1 Division Hospital Kaduna,Jul-24,38,38,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 44 Nigerian Army Reference Hospital Kaduna,Oct-23,115,115,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 44 Nigerian Army Reference Hospital Kaduna,Nov-23,117,117,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 44 Nigerian Army Reference Hospital Kaduna,Dec-23,104,104,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 44 Nigerian Army Reference Hospital Kaduna,Jan-24,116,116,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 44 Nigerian Army Reference Hospital Kaduna,Feb-24,80,80,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 44 Nigerian Army Reference Hospital Kaduna,Mar-24,92,92,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 44 Nigerian Army Reference Hospital Kaduna,Apr-24,146,146,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 44 Nigerian Army Reference Hospital Kaduna,May-24,151,151,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 44 Nigerian Army Reference Hospital Kaduna,Jun-24,88,88,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 44 Nigerian Army Reference Hospital Kaduna,Jul-24,124,124,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 461 Nigerian Airforce Hospital Kaduna,Oct-23,51,51,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 461 Nigerian Airforce Hospital Kaduna,Nov-23,27,27,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 461 Nigerian Airforce Hospital Kaduna,Dec-23,36,36,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 461 Nigerian Airforce Hospital Kaduna,Jan-24,62,62,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 461 Nigerian Airforce Hospital Kaduna,Feb-24,47,47,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 461 Nigerian Airforce Hospital Kaduna,Mar-24,31,31,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 461 Nigerian Airforce Hospital Kaduna,Apr-24,43,43,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 461 Nigerian Airforce Hospital Kaduna,Jun-24,31,31,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kd 461 Nigerian Airforce Hospital Kaduna,Jul-24,52,52,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn 465 Nigerian Airforce Hospital Kano,Oct-23,65,65,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn 465 Nigerian Airforce Hospital Kano,Nov-23,86,86,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn 465 Nigerian Airforce Hospital Kano,Dec-23,62,62,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn 465 Nigerian Airforce Hospital Kano,Jan-24,60,60,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn 465 Nigerian Airforce Hospital Kano,Feb-24,52,52,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn 465 Nigerian Airforce Hospital Kano,Mar-24,58,58,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn 465 Nigerian Airforce Hospital Kano,Apr-24,73,73,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn 465 Nigerian Airforce Hospital Kano,May-24,69,69,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn 465 Nigerian Airforce Hospital Kano,Jun-24,90,90,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn 465 Nigerian Airforce Hospital Kano,Jul-24,85,85,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn Armed Forces Specialist Hospital Kano,Oct-23,46,46,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn Armed Forces Specialist Hospital Kano,Nov-23,36,36,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn Armed Forces Specialist Hospital Kano,Dec-23,39,39,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn Armed Forces Specialist Hospital Kano,Jan-24,52,52,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn Armed Forces Specialist Hospital Kano,Feb-24,47,47,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn Armed Forces Specialist Hospital Kano,Mar-24,34,34,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn Armed Forces Specialist Hospital Kano,Apr-24,55,55,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn Armed Forces Specialist Hospital Kano,May-24,61,61,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn Armed Forces Specialist Hospital Kano,Jun-24,47,47,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),kn Armed Forces Specialist Hospital Kano,Jul-24,69,69,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 149 Battalion Medical Reception Station Ojo,Oct-23,32,32,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 149 Battalion Medical Reception Station Ojo,Nov-23,30,30,1,1,1,1
