Data,Viral Load Result,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,April 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,May 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,June 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,October 2023,290,290,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,November 2023,242,242,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,December 2023,145,145,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,January 2024,260,260,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,February 2024,247,247,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,March 2024,74,74,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,April 2024,192,192,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,May 2024,185,185,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,be 161 Nigerian Airforce Hospital Makurdi,June 2024,165,165,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,October 2023,44,44,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,November 2023,37,37,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,December 2023,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,January 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,February 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,March 2024,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,April 2024,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,May 2024,14,14,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,bo 7 Division Medical Services and Hospital Maiduguri,June 2024,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,October 2023,23,23,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,November 2023,22,22,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,December 2023,21,21,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,January 2024,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,February 2024,17,17,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,March 2024,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,April 2024,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,May 2024,23,23,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,cr Nigerian Navy Reference Hospital Calabar,June 2024,23,23,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,October 2023,179,179,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,November 2023,158,158,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,December 2023,109,109,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,January 2024,94,94,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,February 2024,94,94,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,March 2024,62,62,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,April 2024,73,73,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,May 2024,80,80,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,de Nigerian Navy Hospital Warri,June 2024,83,83,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,October 2023,42,42,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,November 2023,37,37,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,December 2023,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,January 2024,33,33,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,February 2024,34,34,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,March 2024,13,13,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,April 2024,24,24,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,May 2024,23,23,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ed Military Hospital Benin,June 2024,5,5,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,October 2023,68,68,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,November 2023,71,71,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,December 2023,50,50,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,January 2024,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,February 2024,56,56,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,March 2024,44,44,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,April 2024,57,57,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,May 2024,53,53,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,en 82 Division Medical Services and Hospital Enugu,June 2024,60,60,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,October 2023,62,62,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,November 2023,66,66,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,December 2023,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,January 2024,64,64,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,February 2024,70,70,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,March 2024,64,64,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,April 2024,71,71,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,May 2024,71,71,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc 063 Nigerian Airforce Hospital Abuja,June 2024,73,73,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,October 2023,209,209,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,November 2023,211,211,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,December 2023,84,84,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,January 2024,112,112,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,February 2024,126,126,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,March 2024,106,106,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,April 2024,97,97,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,May 2024,100,100,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Defence Headquarters Medical Center Abuja,June 2024,99,99,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,October 2023,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,November 2023,17,17,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,December 2023,12,12,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,January 2024,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,February 2024,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,March 2024,13,13,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,April 2024,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,May 2024,14,14,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,fc Guards Brigade Medical Center Mambilla Barracks Abuja,June 2024,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,October 2023,57,57,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,November 2023,63,63,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,December 2023,68,68,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,January 2024,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,February 2024,64,64,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,March 2024,61,61,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,April 2024,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,May 2024,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,im 34 Brigade Medical Centre Owerri,June 2024,62,62,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,October 2023,220,220,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,November 2023,225,225,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,December 2023,196,196,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,January 2024,203,203,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,February 2024,201,201,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,March 2024,162,162,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,April 2024,187,187,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,May 2024,161,161,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 44 Nigerian Army Reference Hospital Kaduna,June 2024,133,133,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,October 2023,33,33,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,November 2023,31,31,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,December 2023,27,27,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,January 2024,26,26,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,February 2024,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,March 2024,12,12,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,April 2024,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,May 2024,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,June 2024,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,October 2023,40,40,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,November 2023,47,47,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,December 2023,39,39,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,January 2024,45,45,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,February 2024,40,40,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,March 2024,34,34,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,April 2024,39,39,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,May 2024,48,48,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,kn Armed Forces Specialist Hospital Kano,June 2024,54,54,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,October 2023,53,53,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,November 2023,62,62,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,December 2023,51,51,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,January 2024,62,62,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,February 2024,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,March 2024,56,56,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,April 2024,67,67,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,May 2024,67,67,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 661 Nigerian Airforce Hospital Ikeja,June 2024,69,69,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,October 2023,151,151,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,November 2023,149,149,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,December 2023,146,146,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,January 2024,149,149,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,February 2024,140,140,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,March 2024,161,161,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,April 2024,172,172,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,May 2024,176,176,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la 68 Nigerian Army Reference Hospital Yaba,June 2024,181,181,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Community Health Research Center Yaba,October 2023,248,248,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Community Health Research Center Yaba,November 2023,214,214,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Community Health Research Center Yaba,December 2023,117,117,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Community Health Research Center Yaba,January 2024,192,192,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Community Health Research Center Yaba,February 2024,156,156,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Community Health Research Center Yaba,March 2024,102,102,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Community Health Research Center Yaba,April 2024,32,32,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Community Health Research Center Yaba,May 2024,96,96,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Community Health Research Center Yaba,June 2024,107,107,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Military Hospital Lagos,October 2023,52,52,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Military Hospital Lagos,November 2023,56,56,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Military Hospital Lagos,December 2023,42,42,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Military Hospital Lagos,January 2024,50,50,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Military Hospital Lagos,February 2024,45,45,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Military Hospital Lagos,March 2024,54,54,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Military Hospital Lagos,April 2024,66,66,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Military Hospital Lagos,May 2024,57,57,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Military Hospital Lagos,June 2024,59,59,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Nigerian Navy Reference Hospital Ojo,October 2023,67,67,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Nigerian Navy Reference Hospital Ojo,November 2023,71,71,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Nigerian Navy Reference Hospital Ojo,December 2023,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Nigerian Navy Reference Hospital Ojo,January 2024,76,76,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Nigerian Navy Reference Hospital Ojo,February 2024,80,80,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Nigerian Navy Reference Hospital Ojo,March 2024,71,71,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Nigerian Navy Reference Hospital Ojo,April 2024,88,88,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Nigerian Navy Reference Hospital Ojo,May 2024,74,74,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Nigerian Navy Reference Hospital Ojo,June 2024,74,74,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Obisessan Naval Medical Center Lagos,October 2023,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Obisessan Naval Medical Center Lagos,November 2023,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Obisessan Naval Medical Center Lagos,December 2023,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Obisessan Naval Medical Center Lagos,January 2024,14,14,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Obisessan Naval Medical Center Lagos,February 2024,14,14,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Obisessan Naval Medical Center Lagos,March 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Obisessan Naval Medical Center Lagos,April 2024,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Obisessan Naval Medical Center Lagos,May 2024,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la Obisessan Naval Medical Center Lagos,June 2024,14,14,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la TIERS,October 2023,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la TIERS,November 2023,17,17,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la TIERS,December 2023,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la TIERS,January 2024,17,17,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la TIERS,February 2024,17,17,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la TIERS,March 2024,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la TIERS,April 2024,25,25,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la TIERS,May 2024,13,13,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,la TIERS,June 2024,57,57,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,oy 2 Division Medical Services and Hospital Ibadan,October 2023,27,27,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,oy 2 Division Medical Services and Hospital Ibadan,November 2023,35,35,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,oy 2 Division Medical Services and Hospital Ibadan,December 2023,35,35,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,oy 2 Division Medical Services and Hospital Ibadan,January 2024,35,35,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,oy 2 Division Medical Services and Hospital Ibadan,February 2024,28,28,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,oy 2 Division Medical Services and Hospital Ibadan,March 2024,28,28,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,oy 2 Division Medical Services and Hospital Ibadan,April 2024,30,30,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,oy 2 Division Medical Services and Hospital Ibadan,May 2024,30,30,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,oy 2 Division Medical Services and Hospital Ibadan,June 2024,30,30,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 3 Division Medical Services and Hospital Jos,October 2023,22,22,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 3 Division Medical Services and Hospital Jos,November 2023,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 3 Division Medical Services and Hospital Jos,December 2023,14,14,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 3 Division Medical Services and Hospital Jos,January 2024,10,10,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 3 Division Medical Services and Hospital Jos,February 2024,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 3 Division Medical Services and Hospital Jos,March 2024,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 3 Division Medical Services and Hospital Jos,April 2024,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 3 Division Medical Services and Hospital Jos,May 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 3 Division Medical Services and Hospital Jos,June 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 563 Nigerian Airforce Hospital Jos,October 2023,40,40,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 563 Nigerian Airforce Hospital Jos,November 2023,46,46,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,pl 563 Nigerian Airforce Hospital Jos,December 2023,52,52,1,1,1,1
