Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kd 461 Nigerian Airforce Hospital Kaduna,October 2023,7.0,7.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kd 461 Nigerian Airforce Hospital Kaduna,November 2023,12.0,12.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kd 461 Nigerian Airforce Hospital Kaduna,January 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kd 461 Nigerian Airforce Hospital Kaduna,February 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kd 461 Nigerian Airforce Hospital Kaduna,March 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kd 461 Nigerian Airforce Hospital Kaduna,April 2024,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kd 461 Nigerian Airforce Hospital Kaduna,May 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kd 461 Nigerian Airforce Hospital Kaduna,June 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kn Armed Forces Specialist Hospital Kano,October 2023,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kn Armed Forces Specialist Hospital Kano,November 2023,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kn Armed Forces Specialist Hospital Kano,December 2023,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kn Armed Forces Specialist Hospital Kano,January 2024,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kn Armed Forces Specialist Hospital Kano,February 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kn Armed Forces Specialist Hospital Kano,March 2024,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kn Armed Forces Specialist Hospital Kano,April 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kn Armed Forces Specialist Hospital Kano,May 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,kn Armed Forces Specialist Hospital Kano,June 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 661 Nigerian Airforce Hospital Ikeja,October 2023,17.0,17.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 661 Nigerian Airforce Hospital Ikeja,November 2023,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 661 Nigerian Airforce Hospital Ikeja,December 2023,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 661 Nigerian Airforce Hospital Ikeja,January 2024,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 661 Nigerian Airforce Hospital Ikeja,February 2024,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 661 Nigerian Airforce Hospital Ikeja,March 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 661 Nigerian Airforce Hospital Ikeja,April 2024,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 661 Nigerian Airforce Hospital Ikeja,May 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 661 Nigerian Airforce Hospital Ikeja,June 2024,9.0,9.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 68 Nigerian Army Reference Hospital Yaba,October 2023,8.0,8.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 68 Nigerian Army Reference Hospital Yaba,November 2023,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 68 Nigerian Army Reference Hospital Yaba,December 2023,12.0,12.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 68 Nigerian Army Reference Hospital Yaba,January 2024,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 68 Nigerian Army Reference Hospital Yaba,February 2024,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 68 Nigerian Army Reference Hospital Yaba,March 2024,7.0,7.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 68 Nigerian Army Reference Hospital Yaba,April 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 68 Nigerian Army Reference Hospital Yaba,May 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la 68 Nigerian Army Reference Hospital Yaba,June 2024,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Community Health Research Center Yaba,October 2023,23.0,23.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Community Health Research Center Yaba,November 2023,20.0,20.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Community Health Research Center Yaba,December 2023,17.0,17.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Community Health Research Center Yaba,January 2024,30.0,30.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Community Health Research Center Yaba,February 2024,18.0,18.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Community Health Research Center Yaba,March 2024,21.0,21.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Community Health Research Center Yaba,April 2024,250.0,250.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Community Health Research Center Yaba,May 2024,767.0,767.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Community Health Research Center Yaba,June 2024,1410.0,1410.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Military Hospital Lagos,October 2023,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Military Hospital Lagos,November 2023,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Military Hospital Lagos,December 2023,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Military Hospital Lagos,January 2024,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Military Hospital Lagos,February 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Military Hospital Lagos,April 2024,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Military Hospital Lagos,June 2024,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Nigerian Navy Reference Hospital Ojo,October 2023,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Nigerian Navy Reference Hospital Ojo,November 2023,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Nigerian Navy Reference Hospital Ojo,December 2023,7.0,7.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Nigerian Navy Reference Hospital Ojo,January 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Nigerian Navy Reference Hospital Ojo,February 2024,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Nigerian Navy Reference Hospital Ojo,March 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Nigerian Navy Reference Hospital Ojo,April 2024,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Nigerian Navy Reference Hospital Ojo,May 2024,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Nigerian Navy Reference Hospital Ojo,June 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Obisessan Naval Medical Center Lagos,October 2023,11.0,11.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Obisessan Naval Medical Center Lagos,November 2023,11.0,11.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Obisessan Naval Medical Center Lagos,December 2023,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Obisessan Naval Medical Center Lagos,January 2024,14.0,14.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Obisessan Naval Medical Center Lagos,February 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Obisessan Naval Medical Center Lagos,March 2024,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Obisessan Naval Medical Center Lagos,April 2024,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Obisessan Naval Medical Center Lagos,May 2024,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la Obisessan Naval Medical Center Lagos,June 2024,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la TIERS,October 2023,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la TIERS,November 2023,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la TIERS,December 2023,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la TIERS,January 2024,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la TIERS,February 2024,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la TIERS,March 2024,7.0,7.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la TIERS,May 2024,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,la TIERS,June 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,oy 2 Division Medical Services and Hospital Ibadan,October 2023,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,oy 2 Division Medical Services and Hospital Ibadan,November 2023,12.0,12.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,oy 2 Division Medical Services and Hospital Ibadan,December 2023,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,oy 2 Division Medical Services and Hospital Ibadan,January 2024,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,oy 2 Division Medical Services and Hospital Ibadan,February 2024,8.0,8.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,oy 2 Division Medical Services and Hospital Ibadan,March 2024,12.0,12.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,oy 2 Division Medical Services and Hospital Ibadan,April 2024,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,oy 2 Division Medical Services and Hospital Ibadan,May 2024,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,oy 2 Division Medical Services and Hospital Ibadan,June 2024,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 3 Division Medical Services and Hospital Jos,October 2023,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 3 Division Medical Services and Hospital Jos,March 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 3 Division Medical Services and Hospital Jos,May 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 563 Nigerian Airforce Hospital Jos,October 2023,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 563 Nigerian Airforce Hospital Jos,November 2023,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 563 Nigerian Airforce Hospital Jos,December 2023,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 563 Nigerian Airforce Hospital Jos,February 2024,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 563 Nigerian Airforce Hospital Jos,March 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 563 Nigerian Airforce Hospital Jos,April 2024,7.0,7.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 563 Nigerian Airforce Hospital Jos,May 2024,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,pl 563 Nigerian Airforce Hospital Jos,June 2024,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Community Health and Research Center Port Harcourt,October 2023,10.0,10.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Community Health and Research Center Port Harcourt,November 2023,58.0,58.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Community Health and Research Center Port Harcourt,December 2023,12.0,12.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Community Health and Research Center Port Harcourt,January 2024,12.0,12.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Community Health and Research Center Port Harcourt,February 2024,129.0,129.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Community Health and Research Center Port Harcourt,March 2024,11.0,11.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Community Health and Research Center Port Harcourt,April 2024,334.0,334.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Community Health and Research Center Port Harcourt,May 2024,1368.0,1368.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Community Health and Research Center Port Harcourt,June 2024,10.0,10.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Military Hospital Portharcourt,October 2023,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Military Hospital Portharcourt,November 2023,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Military Hospital Portharcourt,December 2023,7.0,7.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Military Hospital Portharcourt,January 2024,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Military Hospital Portharcourt,February 2024,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Military Hospital Portharcourt,March 2024,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Military Hospital Portharcourt,April 2024,9.0,9.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Military Hospital Portharcourt,May 2024,7.0,7.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Military Hospital Portharcourt,June 2024,7.0,7.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Borokiri,October 2023,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Borokiri,November 2023,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Borokiri,December 2023,6.0,6.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Borokiri,January 2024,7.0,7.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Borokiri,February 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Borokiri,March 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Borokiri,April 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Borokiri,May 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Onne,October 2023,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Onne,November 2023,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Onne,December 2023,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Onne,January 2024,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Onne,February 2024,2.0,2.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Onne,March 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Onne,April 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Naval Medical Centre Onne,June 2024,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Nigerian Airforce Reference Hospital Port Harcourt,October 2023,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Nigerian Airforce Reference Hospital Port Harcourt,November 2023,14.0,14.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Nigerian Airforce Reference Hospital Port Harcourt,December 2023,9.0,9.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Nigerian Airforce Reference Hospital Port Harcourt,January 2024,5.0,5.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Nigerian Airforce Reference Hospital Port Harcourt,February 2024,9.0,9.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Nigerian Airforce Reference Hospital Port Harcourt,March 2024,8.0,8.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Nigerian Airforce Reference Hospital Port Harcourt,April 2024,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Nigerian Airforce Reference Hospital Port Harcourt,May 2024,4.0,4.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ri Nigerian Airforce Reference Hospital Port Harcourt,June 2024,3.0,3.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,so 8 Division Medical Services and Hospital Sokoto,November 2023,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,so 8 Division Medical Services and Hospital Sokoto,December 2023,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ta 20 Battalion Medical Reception Station Serti Taraba,October 2023,1.0,1.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ta 20 Battalion Medical Reception Station Serti Taraba,November 2023,9.0,9.0,1.0,1.0,1,1
PrEP_NEW: Number of individuals who have been newly enrolled on oral antiretroviral PrEP to prevent HIV infection,ta 20 Battalion Medical Reception Station Serti Taraba,January 2024,3.0,3.0,1.0,1.0,1,1
"PrEP_CT: Number of individuals, excluding those newly enrolled, that return for a follow-up visit or reinitiation visit to receive pre-exposure prophylaxis (PrEP) to prevent HIV during the reporting period",ab 14 Brigade Medical Centre Ohafia,October 2023,2.0,2.0,1.0,1.0,1,1
"PrEP_CT: Number of individuals, excluding those newly enrolled, that return for a follow-up visit or reinitiation visit to receive pre-exposure prophylaxis (PrEP) to prevent HIV during the reporting period",ab 14 Brigade Medical Centre Ohafia,January 2024,1.0,1.0,1.0,1.0,1,1
"PrEP_CT: Number of individuals, excluding those newly enrolled, that return for a follow-up visit or reinitiation visit to receive pre-exposure prophylaxis (PrEP) to prevent HIV during the reporting period",ad 23 Brigade Medical Centre Yola,October 2023,2.0,2.0,1.0,1.0,1,1
"PrEP_CT: Number of individuals, excluding those newly enrolled, that return for a follow-up visit or reinitiation visit to receive pre-exposure prophylaxis (PrEP) to prevent HIV during the reporting period",ad 23 Brigade Medical Centre Yola,November 2023,1.0,1.0,1.0,1.0,1,1
"PrEP_CT: Number of individuals, excluding those newly enrolled, that return for a follow-up visit or reinitiation visit to receive pre-exposure prophylaxis (PrEP) to prevent HIV during the reporting period",ad 23 Brigade Medical Centre Yola,December 2023,1.0,1.0,1.0,1.0,1,1
"PrEP_CT: Number of individuals, excluding those newly enrolled, that return for a follow-up visit or reinitiation visit to receive pre-exposure prophylaxis (PrEP) to prevent HIV during the reporting period",ad 23 Brigade Medical Centre Yola,February 2024,4.0,4.0,1.0,1.0,1,1
